dataset_name,model_name,sampling_strategy,threshold,fit_seconds,validation_seconds,cv_accuracy,cv_precision,cv_recall,cv_f1,cv_roc_auc,cv_pr_auc,cv_balanced_accuracy,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc,val_balanced_accuracy,val_mcc
cic_unsw,knn,adasyn,0.8571428571428571,0.07660640001995489,0.0671024999464862,0.978,0.5412121212121213,0.9871794871794872,0.6987179487179487,0.9847262760359456,0.5929294744907665,0.9824705019481941,0.987,0.6666666666666666,0.96,0.7868852459016393,0.9930256410256411,0.6534865900383141,0.9738461538461538,0.7942366073709629
cic_unsw,random_forest,baseline,0.236,1.0151083000237122,0.28887599997688085,0.979,0.6236559139784946,0.4676113360323887,0.5335968379446641,0.990077800037843,0.6030745501797324,0.7300426447322903,0.988,0.7096774193548387,0.88,0.7857142857142857,0.9948717948717949,0.8034156255636355,0.9353846153846154,0.7843910890458177
cic_unsw,random_forest,smote_tomek,0.476,0.9784280000021681,0.12636940000811592,0.9826666666666667,0.624074074074074,0.8039811066126856,0.7016452908407824,0.9918794946749887,0.6500889235841661,0.8956613801204265,0.988,0.7096774193548387,0.88,0.7857142857142857,0.9935589743589743,0.7577641457671505,0.9353846153846154,0.7843910890458177
cic_unsw,random_forest,smote,0.488,1.0477939999545924,0.19797969999490306,0.9833333333333333,0.6428571428571428,0.7780026990553306,0.7027777777777777,0.9923011426996879,0.6604702408125105,0.8833564049541623,0.988,0.7096774193548387,0.88,0.7857142857142857,0.9928820512820513,0.7023297550567137,0.9353846153846154,0.7843910890458177
cic_unsw,random_forest,adasyn,0.532,1.2082915999926627,0.17936399998143315,0.9816666666666667,0.6176190476190476,0.7392037786774629,0.6720505617977528,0.9922966427356876,0.6582387207756898,0.8636148304590218,0.988,0.7096774193548387,0.88,0.7857142857142857,0.993497435897436,0.6918868347419894,0.9353846153846154,0.7843910890458177
